target,seed,method,round,hv,base_hv,upper_hv,recovery
JAK2,44,analytic_ehvi,4,205.61135864257807,173.52767944335938,207.3558349609375,0.9484312315682435
JAK2,44,analytic_ehvi,5,205.84341430664065,173.52767944335938,207.48672485351562,0.951609047691797
JAK2,44,analytic_ehvi,6,206.0035400390625,173.52767944335938,207.58956909179688,0.953436844840253
JAK2,44,analytic_ehvi,7,208.4818572998047,173.52767944335938,208.88597106933594,0.9885708909863066
JAK2,44,analytic_ehvi,8,208.5629119873047,173.52767944335938,208.94808959960938,0.9891255462428145
JAK2,44,analytic_ehvi,9,208.8115234375,173.52767944335938,209.12966918945312,0.9910638210329794
JAK2,44,analytic_ehvi,10,208.9520568847656,173.52767944335938,209.2587127685547,0.9914176597973489
JAK2,42,analytic_pomhi,0,173.16220092773438,173.16220092773438,173.16220092773438,0.0
JAK2,42,analytic_pomhi,1,196.16375732421875,173.16220092773438,201.4697265625,0.81255976567006
JAK2,42,analytic_pomhi,2,200.1643218994141,173.16220092773438,202.075927734375,0.9338858720031252
JAK2,42,analytic_pomhi,3,201.8771209716797,173.16220092773438,202.88941955566406,0.9659470804633808
JAK2,42,analytic_pomhi,4,202.90313720703125,173.16220092773438,203.72879028320312,0.972988380660659
JAK2,42,analytic_pomhi,5,203.13446044921875,173.16220092773438,203.92938232421875,0.9741633182202764
JAK2,42,analytic_pomhi,6,206.2421722412109,173.16220092773438,206.72120666503906,0.9857256073800884
JAK2,42,analytic_pomhi,7,206.923583984375,173.16220092773438,207.31011962890625,0.9886805504044384
JAK2,42,analytic_pomhi,8,207.41819763183597,173.16220092773438,207.74351501464844,0.9905926830312219
JAK2,42,analytic_pomhi,9,208.53292846679688,173.16220092773438,208.77101135253906,0.993313933183897
JAK2,42,analytic_pomhi,10,208.867431640625,173.16220092773438,209.01612854003906,0.9958527026377152
JAK2,43,analytic_pomhi,0,172.6520538330078,172.6520538330078,172.6520538330078,0.0
JAK2,43,analytic_pomhi,1,198.04330444335935,172.6520538330078,201.39183044433594,0.8834880992200639
JAK2,43,analytic_pomhi,2,202.8551177978516,172.6520538330078,204.1443328857422,0.9590625027254527
JAK2,43,analytic_pomhi,3,203.3978729248047,172.6520538330078,204.32794189453125,0.9706379512416476
JAK2,43,analytic_pomhi,4,203.9089813232422,172.6520538330078,204.5674591064453,0.9793680268960532
JAK2,43,analytic_pomhi,5,205.61265563964844,172.6520538330078,206.26840209960938,0.980493227439209
JAK2,43,analytic_pomhi,6,205.7676696777344,172.6520538330078,208.6012725830078,0.9211776221069224
JAK2,43,analytic_pomhi,7,205.9117431640625,172.6520538330078,208.71682739257812,0.9222209388371092
JAK2,43,analytic_pomhi,8,207.41860961914065,172.6520538330078,210.05575561523438,0.9294950534188346
JAK2,43,analytic_pomhi,9,207.50384521484372,172.6520538330078,210.13226318359375,0.9298718439866736
JAK2,43,analytic_pomhi,10,209.36257934570312,172.6520538330078,211.7212371826172,0.939628688529072
JAK2,44,analytic_pomhi,0,173.52767944335938,173.52767944335938,173.52767944335938,0.0
JAK2,44,analytic_pomhi,1,197.1905670166016,173.52767944335938,204.48382568359375,0.7644003032421086
JAK2,44,analytic_pomhi,2,198.38748168945312,173.52767944335938,204.7156982421875,0.7970946281149428
JAK2,44,analytic_pomhi,3,198.92063903808597,173.52767944335938,204.89663696289062,0.8094932571130607
JAK2,44,analytic_pomhi,4,204.91714477539065,173.52767944335938,207.3558349609375,0.927909454469676
JAK2,44,analytic_pomhi,5,205.3925018310547,173.52767944335938,207.48672485351562,0.9383309219335532
JAK2,44,analytic_pomhi,6,205.64117431640625,173.52767944335938,207.58956909179688,0.9427983944666439
JAK2,44,analytic_pomhi,7,208.30569458007807,173.52767944335938,208.88597106933594,0.9835886729088585
JAK2,44,analytic_pomhi,8,208.44248962402344,173.52767944335938,208.94808959960938,0.9857257447512441
JAK2,44,analytic_pomhi,9,208.6973876953125,173.52767944335938,209.12966918945312,0.9878579400414536
JAK2,44,analytic_pomhi,10,208.8498077392578,173.52767944335938,209.2587127685547,0.988556025638124
JAK2,42,qpmhi_mc_bnn,0,180.6273193359375,180.6273193359375,180.6273193359375,0.0
JAK2,42,qpmhi_mc_bnn,1,190.70828247070312,180.6273193359375,196.73521423339844,0.6258398877655125
JAK2,42,qpmhi_mc_bnn,2,193.61607360839844,180.6273193359375,199.25558471679688,0.697260534295745
