target,method,round,hv_mean,hv_sd,delta_vs_greedy_round_hv_mean,threshold_rate_mean,mean_selected_dock_mean,candidate_test_spearman_mean,candidate_test_cov2_mean,train_seconds_mean,score_seconds_mean
ESR2,analytic_pomhi,7,192.94605407714843,2.4264275867664584,5.090014648437512,0.018,-8.5774,0.5406696292645965,0.9507923222805642,184.24522021487354,17.439637630432845
ESR2,analytic_pomhi,8,193.08013916015625,2.398657336827792,4.955944824218738,0.02,-8.5774,0.5581366881538398,0.9475875615135809,225.08497425466777,18.164382465928792
ESR2,analytic_pomhi,9,194.0162811279297,1.6383504758035239,5.5434814453125,0.022,-8.616200000000001,0.5726979647177824,0.9515619491932201,247.30205225236713,18.228943134471773
ESR2,analytic_pomhi,10,194.11549682617186,1.6270799153603244,5.401431274414063,0.013999999999999999,-8.362199999999998,0.5274250291148027,0.9627676113360323,197.63257052972912,17.512354581803084
ESR2,greedy_mean,1,175.45909118652344,1.4668686961243071,0.0,0.0,-7.7936000000000005,0.47560456797470574,0.9757769803719553,91.60298548974097,39.87397150732577
ESR2,greedy_mean,2,179.59224853515624,2.6873259512401217,0.0,0.006,-8.7622,0.5244569512013719,0.9601558192652695,113.05911672003568,43.29130188859999
ESR2,greedy_mean,3,183.07509155273436,2.7097548460434933,0.0,0.014000000000000002,-8.752799999999999,0.528573023419276,0.9500555266512715,146.09881498068572,44.89980560578406
ESR2,greedy_mean,4,184.31906127929688,2.5288093009033474,0.0,0.004,-8.705400000000001,0.5104987729308557,0.9524997288171171,139.95187525525688,44.968781585246326
ESR2,greedy_mean,5,185.64576416015623,2.3027589322456037,0.0,0.006,-8.808,0.5376691553360561,0.9405095129843403,176.045915819332,44.80946874916553
ESR2,greedy_mean,6,186.46663818359374,2.2850302156768296,0.0,0.008,-8.854600000000001,0.5434198988501636,0.9409356830507797,194.91596596054734,44.81124911271036
ESR2,greedy_mean,7,187.85603942871094,1.7177004445077981,0.0,0.004,-8.812000000000001,0.5262574512132795,0.9424468651994967,215.26394045948982,44.356627660244705
ESR2,greedy_mean,8,188.12419433593752,1.430120441444466,0.0,0.002,-8.784400000000002,0.5461058243921026,0.9416127762569209,208.24562880061566,45.05724409967661
ESR2,greedy_mean,9,188.4727996826172,1.297333049861608,0.0,0.006,-8.8366,0.5457259894719328,0.9463390223451806,270.28662662021816,45.01182099059224
ESR2,greedy_mean,10,188.71406555175778,1.5304844907146737,0.0,0.008,-8.867799999999999,0.5342602524069651,0.9524291497975709,246.6190781403333,44.63419332280755
ESR2,qnehvi_mc,1,175.7759002685547,1.8880915519347352,0.31680908203125,0.0,-7.795,0.47638534904796004,0.9740570552037408,105.15550879016519,5.280631020665169
ESR2,qnehvi_mc,2,184.7316131591797,2.285308779563492,5.139364624023432,0.028000000000000004,-8.3682,0.4990161512602028,0.9698407186770007,98.30402039699257,5.877674261853099
